wave,state,lnLP,FSTS,FSTSsq,TCI_full,DAI_core,DAI_epay,lnEmp,firmage,foreigndummy,sample_base,sample_full
2014,4,14.457364444136669,0.0,0.0,0.9451725128365384,0.0,,5.703782474656201,12.0,0.0,True,True
2014,6,,0.0,0.0,-0.1733669951820669,0.0,,2.8903717578961645,4.0,0.0,False,False
2014,6,,0.0,0.0,0.9451725128365384,1.0,,2.0794415416798357,8.0,0.0,False,False
2014,7,14.642189131148742,0.0,0.0,2.063712020855144,1.0,,4.941642422609304,24.0,0.0,True,True
2014,7,,0.0,0.0,-0.1733669951820669,1.0,,4.553876891600541,12.0,0.0,False,False
2014,7,13.042320669730792,0.0,0.0,-0.1733669951820669,0.0,,3.258096538021482,9.0,0.0,True,True
2014,7,15.264108802420319,0.0,0.0,-0.1733669951820669,0.0,,4.248495242049359,16.0,0.0,True,True
2014,7,14.5425592901999,0.0,0.0,0.9451725128365384,1.0,,4.060443010546419,19.0,0.0,True,True
2014,7,14.4884550312067,0.0,0.0,2.063712020855144,1.0,,4.8283137373023015,29.0,0.0,True,True
2014,7,,0.0,0.0,2.063712020855144,0.0,,4.127134385045092,12.0,0.0,False,False
2014,8,16.261196494598995,0.0,0.0,-0.1733669951820669,0.0,,4.174387269895637,12.0,0.0,True,True
2014,8,16.11809565095832,0.0,0.0,-1.2919065032006722,0.0,,3.8066624897703196,30.0,0.0,True,True
2014,8,15.92747529134967,0.0,0.0,-0.1733669951820669,0.0,,4.795790545596741,18.0,0.0,True,True
2014,8,14.954944841152638,0.0,0.0,-1.2919065032006722,1.0,,2.0794415416798357,11.0,0.0,True,True
2014,8,16.588099280204055,0.0,0.0,-1.2919065032006722,1.0,,3.5553480614894135,9.0,0.0,True,True
2014,8,15.712630542850155,0.0,0.0,-1.2919065032006722,1.0,,2.70805020110221,20.0,0.0,True,True
2014,8,15.712630542850155,0.0,0.0,-1.2919065032006722,0.0,,4.0943445622221,15.0,0.0,True,True
2014,8,15.927040414195611,0.0,0.0,-0.1733669951820669,1.0,,4.74493212836325,9.0,0.0,True,True
2014,8,14.508657738524219,0.0,0.0,-1.2919065032006722,1.0,,2.70805020110221,14.0,0.0,True,True
2014,8,14.508657738524219,0.0,0.0,-1.2919065032006722,0.0,,2.302585092994046,16.0,0.0,True,True
2014,8,14.73180128983843,0.0,0.0,-1.2919065032006722,0.0,,2.995732273553991,18.0,0.0,True,True
2014,8,15.781623414337107,0.0,0.0,-1.2919065032006722,0.0,,4.248495242049359,10.0,0.0,True,True
2014,8,14.614018254182046,0.0,0.0,-1.2919065032006722,0.0,,2.8903717578961645,9.0,0.0,True,True
2014,8,17.50439001207821,0.0,0.0,-1.2919065032006722,0.0,,2.70805020110221,4.0,0.0,True,True
2014,8,17.034386382832476,0.0,0.0,-1.2919065032006722,0.0,,2.995732273553991,7.0,0.0,True,True
2014,9,17.034386382832476,0.0,0.0,0.9451725128365384,1.0,,3.912023005428146,8.0,0.0,True,True
2014,9,14.914122846632385,0.0,0.0,2.063712020855144,1.0,,3.912023005428146,19.0,0.0,True,True
2014,9,,0.0,0.0,0.9451725128365384,1.0,,5.298317366548036,6.0,0.0,False,False
2014,9,15.761420707019587,0.0,0.0,2.063712020855144,1.0,,4.605170185988092,4.0,0.0,True,True
2014,9,13.815510557964274,0.0,0.0,-1.2919065032006722,1.0,,5.857933154483459,11.0,0.0,True,True
2014,9,14.180153671552183,0.0,0.0,0.9451725128365384,1.0,,3.912023005428146,7.0,0.0,True,True
2014,9,,0.0,0.0,2.063712020855144,1.0,,3.6888794541139363,18.0,0.0,False,False
2014,9,,0.0,0.0,-0.1733669951820669,1.0,,3.2188758248682006,4.0,0.0,False,False
2014,12,15.424948470398375,0.0,0.0,0.9451725128365384,0.0,,3.6888794541139363,7.0,0.0,True,True
2014,12,15.137266397946593,0.0,0.0,-0.1733669951820669,0.0,,3.6888794541139363,8.0,0.0,True,True
2014,12,15.89495209964411,0.0,0.0,0.9451725128365384,0.0,,2.70805020110221,11.0,0.0,True,True
2014,12,13.592367006650065,0.0,0.0,-0.1733669951820669,0.0,,2.302585092994046,16.0,0.0,True,True
2014,12,15.542731506054757,0.0,0.0,-0.1733669951820669,0.0,,2.0794415416798357,8.0,0.0,True,True
2014,13,12.02375108873622,0.0,0.0,2.063712020855144,1.0,,3.4011973816621555,14.0,0.0,True,True
2014,13,15.201804919084164,0.0,0.0,-0.1733669951820669,1.0,,2.995732273553991,13.0,0.0,True,True
2014,13,15.648092021712584,0.0,0.0,0.9451725128365384,1.0,,3.6888794541139363,14.0,0.0,True,True
2014,13,15.58746739989615,0.0,0.0,-0.1733669951820669,1.0,,2.833213344056216,7.0,0.0,True,True
2014,13,13.815510557964274,0.0,0.0,2.063712020855144,1.0,,3.912023005428146,24.0,0.0,True,True
2014,13,13.122363377404328,0.0,0.0,-0.1733669951820669,1.0,,2.302585092994046,8.0,0.0,True,True
2014,13,15.01948336229021,0.0,0.0,0.9451725128365384,1.0,,2.8903717578961645,13.0,0.0,True,True
2014,13,14.172185501903007,0.0,0.0,-0.1733669951820669,0.0,,1.9459101490553132,12.0,0.0,True,True
2014,13,13.815510557964274,0.0,0.0,-0.1733669951820669,0.0,,1.9459101490553132,9.0,0.0,True,True
2014,13,14.837161805496256,0.0,0.0,-0.1733669951820669,1.0,,2.8903717578961645,14.0,0.0,True,True
2014,13,15.201804919084164,0.0,0.0,2.063712020855144,1.0,,3.2188758248682006,9.0,0.0,True,True
2014,13,14.914122846632385,0.0,0.0,-0.1733669951820669,1.0,,2.995732273553991,14.0,0.0,True,True
2014,13,14.508657738524219,0.0,0.0,0.9451725128365384,1.0,,3.2188758248682006,8.0,0.0,True,True
2014,13,15.5303089860562,0.0,0.0,-0.1733669951820669,1.0,,2.8903717578961645,14.0,0.0,True,True
2014,13,13.41004544985611,0.0,0.0,-0.1733669951820669,1.0,,2.8903717578961645,8.0,0.0,True,True
2014,13,15.424948470398375,0.0,0.0,2.063712020855144,1.0,,2.995732273553991,17.0,0.0,True,True
2014,13,14.954944841152638,0.0,0.0,0.9451725128365384,1.0,,2.772588722239781,8.0,0.0,True,True
2014,13,13.41004544985611,0.0,0.0,-0.1733669951820669,0.0,,2.70805020110221,11.0,0.0,True,True
2014,13,15.5303089860562,0.0,0.0,-0.1733669951820669,1.0,,2.8903717578961645,7.0,0.0,True,True
2014,13,15.424948470398375,0.0,0.0,-0.1733669951820669,1.0,,2.995732273553991,11.0,0.0,True,True
2014,13,12.940041820610373,0.0,0.0,-0.1733669951820669,1.0,,1.791759469228055,5.0,0.0,True,True
2014,13,12.562747589468906,0.0,0.0,0.9451725128365384,1.0,,3.5553480614894135,14.0,0.0,True,True
2014,14,11.23472213647299,0.0,0.0,0.9451725128365384,1.0,,4.248495242049359,27.0,0.0,True,True
2014,14,,0.0,0.0,0.9451725128365384,1.0,,4.248495242049359,27.0,0.0,False,False
2014,14,18.0152156358442,0.0,0.0,0.9451725128365384,1.0,,2.70805020110221,14.0,0.0,True,True
2014,14,,0.0,0.0,-1.2919065032006722,1.0,,2.833213344056216,7.0,0.0,False,False
2014,14,15.221851851029456,0.0,0.0,0.9451725128365384,1.0,,5.771441123130016,18.0,0.0,True,True
2014,14,13.592367006650065,0.0,0.0,-1.2919065032006722,1.0,,1.6094379124341003,5.0,0.0,True,True
2014,14,14.07502175344936,0.0,0.0,-1.2919065032006722,1.0,,3.9889840465642745,10.0,0.0,True,True
2014,14,14.914122846632385,0.0,0.0,-0.1733669951820669,1.0,,8.294049640102028,32.0,0.0,True,True
2014,14,15.520258650202699,0.0,0.0,-0.1733669951820669,1.0,,1.6094379124341003,46.0,0.0,True,True
2014,15,,0.0,0.0,-0.1733669951820669,1.0,,3.6888794541139363,11.0,0.0,False,False
2014,15,14.211406215056288,0.0,0.0,2.063712020855144,1.0,,4.248495242049359,17.0,0.0,True,True
2014,15,15.841108867623287,0.0,0.0,0.9451725128365384,1.0,,4.820281565605037,9.0,0.0,True,True
2014,15,14.690979295318174,0.0,0.0,-0.1733669951820669,1.0,,3.912023005428146,4.0,0.0,True,True
2014,15,15.355955598911423,0.0,0.0,2.063712020855144,0.0,,5.0106352940962555,14.0,0.0,True,True
2014,15,15.2818476267577,0.0,0.0,2.063712020855144,0.0,,5.703782474656201,17.0,0.0,True,True
2014,15,15.10649473927984,0.0,0.0,-0.1733669951820669,1.0,,3.091042453358316,3.0,0.0,True,True
2014,15,15.712630542850155,0.0,0.0,-1.2919065032006722,0.0,,2.4849066497880004,4.0,0.0,True,True
2014,15,13.815510557964274,0.0,0.0,-0.1733669951820669,1.0,,3.2188758248682006,5.0,0.0,True,True
2014,15,15.2818476267577,0.0,0.0,2.063712020855144,0.0,,5.703782474656201,17.0,0.0,True,True
2014,15,13.527828485512494,0.0,0.0,0.9451725128365384,0.0,,4.248495242049359,6.0,0.0,True,True
2014,15,15.355955598911423,0.0,0.0,2.063712020855144,0.0,,5.0106352940962555,10.0,0.0,True,True
2014,15,15.253098213471715,0.0,0.0,0.9451725128365384,0.0,,2.9444389791664403,2.0,0.0,True,True
2014,15,14.73180128983843,0.0,0.0,0.9451725128365384,1.0,,2.772588722239781,8.0,0.0,True,True
2014,15,15.538277155705378,0.0,0.0,0.9451725128365384,1.0,,3.912023005428146,3.0,0.0,True,True
2014,15,12.968212697577071,0.0,0.0,-0.1733669951820669,1.0,,4.941642422609304,,0.0,False,False
2014,15,,0.0,0.0,2.063712020855144,1.0,,4.060443010546419,3.0,0.0,False,False
2014,15,14.354507058696962,0.0,0.0,-0.1733669951820669,1.0,,3.5553480614894135,9.0,0.0,True,True
2014,15,15.201804919084164,0.0,0.0,-0.1733669951820669,0.0,,4.0943445622221,5.0,0.0,True,True
2014,15,16.300417207752275,0.0,0.0,0.9451725128365384,1.0,,3.4011973816621555,7.0,0.0,True,True
2014,15,14.57319625966179,0.0,0.0,0.9451725128365384,1.0,,5.0106352940962555,7.0,0.0,True,True
2014,15,15.34840839327604,0.0,0.0,-0.1733669951820669,1.0,,4.553876891600541,8.0,0.0,True,True
2014,15,14.452568271873176,0.0,0.0,0.9451725128365384,1.0,,4.007333185232471,3.0,0.0,True,True
2014,15,15.632587835176619,0.0,0.0,-0.1733669951820669,0.0,,4.174387269895637,5.0,0.0,True,True
2014,15,15.60727002719233,0.0,0.0,-1.2919065032006722,0.0,,2.995732273553991,12.0,0.0,True,True
2014,15,11.618285980628055,0.0,0.0,0.9451725128365384,1.0,,5.752572638825633,5.0,0.0,True,True
2014,15,16.11809565095832,0.0,0.0,-0.1733669951820669,1.0,,5.857933154483459,10.0,0.0,True,True
2014,15,16.4057777234101,0.0,0.0,-0.1733669951820669,1.0,,1.791759469228055,8.0,0.0,True,True
2014,16,12.834681304952548,0.0,0.0,-0.1733669951820669,1.0,,3.4657359027997265,29.0,0.0,True,True
2014,16,13.053370505917377,0.0,0.0,-1.2919065032006722,0.0,,2.70805020110221,14.0,0.0,True,True
2014,16,12.339187284658355,0.0,0.0,-1.2919065032006722,0.0,,3.044522437723423,,0.0,False,False
2014,16,13.335937477702387,0.0,0.0,-1.2919065032006722,1.0,,3.044522437723423,15.0,0.0,True,True
2014,16,13.122363377404328,0.0,0.0,-1.2919065032006722,1.0,,3.258096538021482,20.0,0.0,True,True
2014,16,13.815510557964274,0.0,0.0,-0.1733669951820669,1.0,,2.8903717578961645,22.0,0.0,True,True
2014,16,13.479038321343062,0.0,0.0,-1.2919065032006722,1.0,,3.332204510175204,15.0,0.0,True,True
2014,16,,0.0,0.0,-0.1733669951820669,1.0,,3.5553480614894135,6.0,0.0,False,False
2014,16,12.545288368097138,0.0,0.0,-1.2919065032006722,0.0,,3.258096538021482,11.0,0.0,True,True
2014,16,12.822258784953991,0.0,0.0,-0.1733669951820669,1.0,,3.295836866004329,29.0,0.0,True,True
2014,16,12.782686009834167,0.0,0.0,-1.2919065032006722,0.0,,3.2188758248682006,13.0,0.0,True,True
2014,16,13.527828485512494,0.0,0.0,-0.1733669951820669,1.0,,3.6888794541139363,34.0,0.0,True,True
2014,16,12.716898269296165,0.0,0.0,-0.1733669951820669,1.0,,3.4011973816621555,34.0,0.0,True,True
2014,16,12.239974197205855,0.0,0.0,-1.2919065032006722,0.0,,3.367295829986474,10.0,0.0,True,True
2014,16,13.592367006650065,0.0,0.0,-0.1733669951820669,1.0,,1.6094379124341003,4.0,0.0,True,True
2014,16,13.592367006650065,0.0,0.0,-1.2919065032006722,1.0,,3.2188758248682006,11.0,0.0,True,True
2014,16,,0.0,0.0,-1.2919065032006722,1.0,,4.382026634673881,19.0,0.0,False,False
2014,16,8.61563326422949,0.0,0.0,-1.2919065032006722,1.0,,3.367295829986474,15.0,0.0,True,True
2014,16,13.227723893062155,0.0,0.0,-0.1733669951820669,1.0,,3.58351893845611,79.0,0.0,True,True
2014,16,14.172185501903007,0.0,0.0,-0.1733669951820669,1.0,,2.6390573296152584,22.0,0.0,True,True
2014,16,11.176453228349015,0.0,0.0,-0.1733669951820669,1.0,,2.6390573296152584,19.0,0.0,True,True
2014,6,15.761420707019587,0.0,0.0,2.063712020855144,1.0,,4.605170185988092,5.0,0.0,True,True
2014,6,15.201804919084164,0.0,0.0,-0.1733669951820669,1.0,,1.6094379124341003,32.0,0.0,True,True
2014,6,13.69772752230789,0.0,0.0,0.9451725128365384,1.0,,3.8066624897703196,12.0,0.0,True,True
2014,6,12.700368967344954,0.0,0.0,2.063712020855144,1.0,,4.110873864173311,3.0,0.0,True,True
2014,6,14.326336181730264,0.0,0.0,2.063712020855144,0.0,,4.787491742782046,28.0,0.0,True,True
2014,6,15.528020655538189,0.0,0.0,0.9451725128365384,1.0,,5.1647859739235145,4.0,0.0,True,True
2014,6,16.793224326015586,0.0,0.0,0.9451725128365384,0.0,,3.332204510175204,18.0,0.0,True,True
2014,6,15.270797790571116,0.0,0.0,2.063712020855144,1.0,,5.857933154483459,41.0,0.0,True,True
2014,6,,0.0,0.0,0.9451725128365384,0.0,,2.1972245773362196,17.0,0.0,False,False
2014,6,,0.0,0.0,2.063712020855144,1.0,,6.396929655216146,5.0,0.0,False,False
2014,6,13.122363377404328,0.0,0.0,2.063712020855144,1.0,,5.298317366548036,7.0,0.0,True,True
2014,6,16.446599717930354,0.0,0.0,2.063712020855144,0.0,,4.499809670330265,8.0,0.0,True,True
2014,6,13.815510557964274,0.0,0.0,0.9451725128365384,0.0,,5.19295685089021,6.0,0.0,True,True
2014,6,16.000312615301937,0.0,0.0,-0.1733669951820669,1.0,,3.8066624897703196,28.0,0.0,True,True
2014,6,16.588099280204055,0.0,0.0,0.9451725128365384,1.0,,3.2188758248682006,9.0,0.0,True,True
2014,6,11.736069016284437,0.0,0.0,2.063712020855144,1.0,,5.298317366548036,13.0,0.0,True,True
2014,6,,0.0,0.0,0.9451725128365384,1.0,,3.6888794541139363,4.0,0.0,False,False
2014,6,11.943708381062683,0.0,0.0,2.063712020855144,1.0,,4.174387269895637,16.0,0.0,True,True
2014,6,,0.0,0.0,0.9451725128365384,1.0,,3.5553480614894135,11.0,0.0,False,False
2014,6,14.22097566607244,0.0,0.0,0.9451725128365384,0.0,,2.995732273553991,6.0,0.0,True,True
2014,6,14.914122846632385,0.0,0.0,2.063712020855144,1.0,,5.703782474656201,24.0,0.0,True,True
2014,6,,0.0,0.0,0.9451725128365384,1.0,,4.382026634673881,11.0,0.0,False,False
2014,6,,0.0,0.0,0.9451725128365384,1.0,,4.382026634673881,11.0,0.0,False,False
2014,6,,0.0,0.0,0.9451725128365384,1.0,,4.499809670330265,11.0,0.0,False,False
2014,6,12.959844447906553,0.0,0.0,0.9451725128365384,1.0,,5.298317366548036,6.0,0.0,True,True
2014,6,14.73180128983843,0.0,0.0,0.9451725128365384,0.0,,3.6888794541139363,62.0,0.0,True,True
2014,17,15.658142357566085,0.0,0.0,-0.1733669951820669,1.0,,5.981414211254481,8.0,0.0,True,True
2014,17,14.73180128983843,0.0,0.0,-0.1733669951820669,0.0,,2.0794415416798357,9.0,0.0,True,True
2014,17,14.368895796149062,0.0,0.0,-1.2919065032006722,0.0,,3.828641396489095,30.0,0.0,True,True
2014,17,15.493941341885327,0.0,0.0,-1.2919065032006722,1.0,,5.123963979403259,11.0,0.0,True,True
2014,17,15.699385316100134,0.0,0.0,0.9451725128365384,1.0,,5.0238805208462765,13.0,0.0,True,True
2014,17,15.08402188342778,0.0,0.0,-0.1733669951820669,1.0,,3.8066624897703196,10.0,0.0,True,True
2014,17,16.235878686614704,0.0,0.0,-1.2919065032006722,1.0,,2.0794415416798357,11.0,0.0,True,True
2014,17,15.534949365612704,0.0,0.0,-1.2919065032006722,0.0,,4.454347296253507,20.0,0.0,True,True
2014,17,15.768720009501198,0.0,0.0,-1.2919065032006722,1.0,,4.356708826689592,26.0,0.0,True,True
2014,17,16.7266854434902,0.0,0.0,-0.1733669951820669,1.0,,3.6109179126442243,9.0,0.0,True,True
2014,17,16.787145279939203,0.0,0.0,-0.1733669951820669,1.0,,3.7376696182833684,21.0,0.0,True,True
2014,17,15.732433170146335,0.0,0.0,0.9451725128365384,1.0,,3.2188758248682006,5.0,0.0,True,True
2014,17,15.32963829059405,0.0,0.0,-1.2919065032006722,0.0,,2.3978952727983707,11.0,0.0,True,True
2014,17,16.646620851823712,0.0,0.0,-1.2919065032006722,0.0,,4.02535169073515,8.0,0.0,True,True
2014,17,15.872973192925334,0.0,0.0,-1.2919065032006722,0.0,,3.1354942159291497,11.0,0.0,True,True
2014,17,14.326336181730264,0.0,0.0,-0.1733669951820669,0.0,,2.4849066497880004,8.0,0.0,True,True
2014,17,14.845129975145433,0.0,0.0,-1.2919065032006722,0.0,,3.2188758248682006,8.0,0.0,True,True
2014,17,13.053370505917377,0.0,0.0,-1.2919065032006722,0.0,,2.70805020110221,15.0,0.0,True,True
2014,17,16.422000558916988,0.0,0.0,-1.2919065032006722,1.0,,4.672828834461906,11.0,0.0,True,True
2014,18,,0.0,0.0,-0.1733669951820669,1.0,,3.871201010907891,38.0,0.0,False,False
2014,18,14.508657738524219,0.0,0.0,-0.1733669951820669,1.0,,3.912023005428146,13.0,0.0,True,True
2014,18,15.830413578506539,0.0,0.0,0.9451725128365384,0.0,,2.0794415416798357,27.0,0.0,True,True
2014,18,14.914122846632385,0.0,0.0,0.9451725128365384,0.0,,4.605170185988092,11.0,0.0,True,True
2014,18,13.815510557964274,0.0,0.0,-1.2919065032006722,0.0,,1.6094379124341003,38.0,0.0,True,True
2014,18,16.283610089435893,0.0,0.0,-0.1733669951820669,1.0,,3.2188758248682006,33.0,0.0,True,True
2014,18,15.424948470398375,0.0,0.0,0.9451725128365384,0.0,,3.912023005428146,18.0,0.0,True,True
2014,18,17.167917775457,0.0,0.0,-1.2919065032006722,1.0,,2.6390573296152584,36.0,0.0,True,True
2014,18,16.223456166616145,0.0,0.0,0.9451725128365384,0.0,,4.499809670330265,14.0,0.0,True,True
2014,18,14.73180128983843,0.0,0.0,-0.1733669951820669,0.0,,1.9459101490553132,8.0,0.0,True,True
2014,18,,0.0,0.0,0.9451725128365384,1.0,,4.700480365792417,8.0,0.0,False,False
2014,18,14.914122846632385,0.0,0.0,0.9451725128365384,1.0,,3.6888794541139363,14.0,0.0,True,True
2014,18,14.821032423566372,0.0,0.0,0.9451725128365384,1.0,,5.703782474656201,12.0,0.0,True,True
2014,18,15.67626289867928,0.0,0.0,0.9451725128365384,1.0,,4.248495242049359,25.0,0.0,True,True
2014,18,15.29711509888849,0.0,0.0,-0.1733669951820669,0.0,,3.912023005428146,8.0,0.0,True,True
2014,18,15.666110527215263,0.0,0.0,0.9451725128365384,0.0,,4.007333185232471,12.0,0.0,True,True
2014,18,15.201804919084164,0.0,0.0,0.9451725128365384,0.0,,5.41610040220442,4.0,0.0,True,True
2014,18,15.597967634530015,0.0,0.0,2.063712020855144,1.0,,6.802394763324311,22.0,0.0,True,True
2014,19,15.5303089860562,0.0,0.0,-0.1733669951820669,0.0,,3.295836866004329,8.0,0.0,True,True
2014,19,15.511959847388004,0.0,0.0,0.9451725128365384,0.0,,2.3978952727983707,29.0,0.0,True,True
2014,19,13.969661237791533,0.0,0.0,-1.2919065032006722,0.0,,1.791759469228055,21.0,0.0,True,True
2014,19,15.60727002719233,0.0,0.0,0.9451725128365384,1.0,,2.302585092994046,17.0,0.0,True,True
2014,19,16.285149735621484,0.0,0.0,-0.1733669951820669,1.0,,4.007333185232471,4.0,0.0,True,True
2014,19,16.11809565095832,0.0,0.0,0.9451725128365384,1.0,,5.703782474656201,24.0,0.0,True,True
2014,19,13.004580341747946,0.0,0.0,0.9451725128365384,1.0,,3.8066624897703196,10.0,0.0,True,True
2014,19,15.8644928921594,0.0,0.0,0.9451725128365384,1.0,,4.8283137373023015,11.0,0.0,True,True
2014,19,15.830413578506539,0.0,0.0,0.9451725128365384,1.0,,4.382026634673881,34.0,0.0,True,True
2014,19,15.95021477831916,0.0,0.0,0.9451725128365384,1.0,,4.700480365792417,7.0,0.0,True,True
2014,19,16.23789685077094,0.0,0.0,2.063712020855144,1.0,,4.700480365792417,8.0,0.0,True,True
2014,19,16.11809565095832,0.0,0.0,0.9451725128365384,0.0,,3.2188758248682006,26.0,0.0,True,True
2014,19,15.837793685804161,0.0,0.0,0.9451725128365384,1.0,,4.499809670330265,16.0,0.0,True,True
2014,19,16.012735135300492,0.0,0.0,0.9451725128365384,1.0,,6.214608098422191,45.0,0.0,True,True
2014,19,13.9208710736221,0.0,0.0,-1.2919065032006722,1.0,,2.8903717578961645,39.0,0.0,True,True
2014,19,14.939440654616673,0.0,0.0,0.9451725128365384,0.0,,3.258096538021482,8.0,0.0,True,True
2014,19,16.192203623112043,0.0,0.0,-0.1733669951820669,0.0,,4.174387269895637,18.0,0.0,True,True
2014,19,16.026288101705198,0.0,0.0,-1.2919065032006722,1.0,,4.04305126783455,9.0,0.0,True,True
2014,19,16.11809565095832,0.0,0.0,-0.1733669951820669,0.0,,1.6094379124341003,11.0,0.0,True,True
2014,19,14.865332682462952,0.0,0.0,-0.1733669951820669,1.0,,4.248495242049359,11.0,0.0,True,True
2014,19,16.235878686614704,0.0,0.0,0.9451725128365384,1.0,,4.382026634673881,6.0,0.0,True,True
2014,19,14.28551418721001,0.0,0.0,0.9451725128365384,1.0,,3.912023005428146,5.0,0.0,True,True
2014,20,15.852392485225314,0.0,0.0,-1.2919065032006722,1.0,,4.0943445622221,11.0,0.0,True,True
2014,20,15.60727002719233,0.0,0.0,-0.1733669951820669,0.0,,3.5553480614894135,7.0,0.0,True,True
2014,20,14.190204007405685,0.0,0.0,0.9451725128365384,0.0,,3.4965075614664802,14.0,0.0,True,True
